,consumer_num,month 1,month 2,month 3,month 4,month 5,month 6
4373,14073,225.0,244.0,285.0,283.0,270.0,256.0
4374,14075,195.0,257.0,354.0,437.0,408.0,252.0
4375,14085,360.0,360.0,720.0,457.0,264.0,1083.0
4376,14088,500.0,543.0,543.0,479.0,391.0,414.0
4377,14092,231.0,129.0,129.0,146.0,84.0,120.0
4378,14095,445.0,466.0,469.0,471.0,485.0,487.0
4379,14098,365.0,444.0,509.0,174.0,212.0,390.0
4380,14100,122.0,128.0,121.0,75.0,121.0,171.0
4381,14104,554.0,582.0,609.0,662.0,602.0,570.0
4382,14106,478.0,529.0,607.0,568.0,510.0,522.0
4383,14107,916.0,359.0,700.0,1277.0,917.0,275.0
4384,14116,197.0,169.0,162.0,79.0,180.0,257.0
4385,14117,1035.0,1297.0,1478.0,1257.0,1148.0,1179.0
4386,14119,271.0,577.0,655.0,616.0,641.0,508.0
4387,14121,925.0,953.0,542.0,956.0,865.0,878.0
4388,14122,244.0,244.0,244.0,244.0,244.0,244.0
4389,14123,422.0,419.0,520.0,365.0,559.0,950.0
4390,14125,314.0,608.0,604.0,587.0,588.0,598.0
4391,14131,1029.0,1184.0,1093.0,2086.0,2014.0,1930.0
4392,14133,243.0,417.0,447.0,428.0,446.0,420.0
4393,14135,1166.0,1822.0,2429.0,916.0,1352.0,1066.0
4394,14138,55.0,60.0,32.0,42.0,26.0,52.0
4395,14140,20.0,20.0,20.0,20.0,40.0,20.0
4396,14146,174.0,174.0,174.0,348.0,174.0,174.0
4397,14147,192.0,226.0,301.0,164.0,139.0,148.0
4398,14149,551.0,261.0,85.0,219.0,250.0,288.0
4399,14150,532.0,570.0,633.0,560.0,488.0,481.0
4400,14154,79.0,76.0,64.0,67.0,77.0,69.0
4401,14156,195.0,237.0,260.0,436.0,397.0,427.0
4402,14159,355.0,325.0,337.0,326.0,370.0,356.0
4403,14164,533.0,577.0,586.0,551.0,550.0,518.0
4404,14167,105.0,78.0,174.0,92.0,78.0,80.0
4405,14169,242.0,262.0,228.0,272.0,339.0,295.0
4406,14172,461.0,513.0,549.0,567.0,538.0,472.0
4407,14173,20.0,10.0,10.0,10.0,10.0,10.0
4408,14175,76.0,110.0,135.0,90.0,93.0,83.0
4409,14178,550.0,589.0,573.0,514.0,531.0,499.0
4410,14182,472.0,530.0,568.0,538.0,589.0,561.0
4411,14183,261.0,328.0,396.0,338.0,227.0,127.0
4412,14188,908.0,908.0,908.0,908.0,908.0,908.0
4413,14192,746.0,575.0,596.0,567.0,570.0,618.0
4414,14195,172.0,203.0,179.0,143.0,172.0,174.0
4415,14201,503.0,278.0,561.0,259.0,256.0,510.0
4416,14202,259.0,208.0,195.0,409.0,447.0,295.0
4417,14203,611.0,700.0,671.0,591.0,635.0,678.0
4418,14205,220.0,220.0,220.0,220.0,220.0,220.0
4419,14213,212.0,188.0,200.0,249.0,230.0,194.0
4420,14215,445.0,413.0,478.0,425.0,840.0,836.0
4421,14218,174.0,327.0,160.0,336.0,344.0,208.0
4422,14220,487.0,531.0,524.0,367.0,349.0,583.0
4423,14224,194.0,215.0,182.0,159.0,179.0,153.0
4424,14226,552.0,437.0,423.0,78.0,161.0,468.0
4425,14227,657.0,742.0,666.0,613.0,648.0,613.0
4427,14237,338.0,461.0,566.0,809.0,281.0,247.0
4429,14241,574.0,540.0,561.0,458.0,1023.0,500.0
4430,14242,565.0,763.0,640.0,1252.0,726.0,659.0
4431,14245,167.0,81.0,81.0,83.0,182.0,181.0
4432,14248,176.0,196.0,180.0,154.0,141.0,159.0
4433,14251,218.0,242.0,216.0,197.0,137.0,258.0
4434,14252,737.0,797.0,441.0,790.0,755.0,724.0
4435,14253,373.0,428.0,467.0,243.0,286.0,263.0
4436,14258,338.0,387.0,351.0,150.0,51.0,73.0
4437,14262,385.0,385.0,417.0,396.0,358.0,356.0
4438,14263,500.0,519.0,483.0,229.0,469.0,476.0
4439,14265,523.0,472.0,463.0,480.0,475.0,466.0
4440,14268,316.0,164.0,198.0,133.0,140.0,146.0
4441,14270,790.0,819.0,852.0,852.0,838.0,831.0
4442,14274,50.0,62.0,60.0,40.0,53.0,51.0
4443,14277,81.0,95.0,111.0,88.0,91.0,125.0
4444,14279,601.0,694.0,329.0,537.0,419.0,418.0
4445,14280,301.0,165.0,463.0,223.0,519.0,450.0
4446,14284,418.0,440.0,657.0,440.0,463.0,520.0
4447,14286,604.0,668.0,788.0,744.0,680.0,672.0
4448,14289,724.0,775.0,782.0,694.0,599.0,496.0
4449,14290,278.0,299.0,642.0,280.0,297.0,569.0
4450,14296,203.0,141.0,136.0,152.0,70.0,17.0
4451,14297,604.0,646.0,567.0,476.0,451.0,421.0
4452,14299,125.0,110.0,180.0,172.0,211.0,234.0
4453,14304,356.0,404.0,408.0,408.0,408.0,408.0
4454,14306,352.0,209.0,254.0,268.0,247.0,239.0
4455,14307,356.0,210.0,449.0,506.0,472.0,461.0
4456,14309,131.0,219.0,153.0,127.0,166.0,166.0
4457,14310,725.0,756.0,840.0,764.0,380.0,720.0
4458,14314,300.0,351.0,498.0,392.0,370.0,268.0
4459,14317,368.0,174.0,175.0,138.0,121.0,286.0
4461,14322,123.0,301.0,589.0,464.0,349.0,349.0
4462,14325,453.0,237.0,337.0,204.0,260.0,520.0
4463,14328,363.0,407.0,443.0,459.0,478.0,518.0
4464,14331,232.0,221.0,285.0,173.0,151.0,256.0
4465,14332,487.0,525.0,515.0,436.0,457.0,594.0
4466,14333,329.0,346.0,370.0,293.0,222.0,315.0
4469,14346,74.0,134.0,97.0,29.0,55.0,103.0
4471,14357,478.0,101.0,88.0,309.0,621.0,556.0
4472,14359,337.0,390.0,417.0,344.0,285.0,316.0
4473,14364,238.0,307.0,388.0,434.0,271.0,196.0
4474,14366,506.0,332.0,364.0,248.0,302.0,252.0
4475,14369,851.0,868.0,948.0,931.0,767.0,693.0
4476,14371,102.0,110.0,118.0,107.0,113.0,48.0
4477,14373,317.0,307.0,329.0,293.0,290.0,282.0
4478,14378,382.0,364.0,359.0,340.0,327.0,361.0
4479,14382,2040.0,1280.0,2280.0,3540.0,1840.0,5760.0
4480,14383,899.0,834.0,371.0,706.0,652.0,755.0
4482,14388,616.0,637.0,591.0,528.0,377.0,293.0
4483,14392,297.0,377.0,347.0,329.0,339.0,372.0
4484,14398,27.0,2.0,58.0,138.0,130.0,109.0
4485,14402,392.0,470.0,494.0,176.0,379.0,399.0
4486,14405,717.0,551.0,667.0,748.0,578.0,730.0
4487,14408,193.0,209.0,516.0,622.0,587.0,521.0
4488,14411,144.0,142.0,53.0,169.0,230.0,206.0
4489,14412,577.0,812.0,1497.0,344.0,281.0,306.0
4490,14413,254.0,255.0,224.0,205.0,236.0,200.0
4491,14418,330.0,302.0,537.0,599.0,440.0,269.0
4492,14424,674.0,811.0,893.0,414.0,764.0,635.0
4493,14426,705.0,820.0,889.0,704.0,817.0,858.0
4494,14429,83.0,180.0,204.0,228.0,234.0,230.0
4495,14430,634.0,652.0,719.0,626.0,696.0,484.0
4496,14436,34920.0,32320.0,33880.0,42360.0,41600.0,39840.0
4497,14437,197.0,180.0,84.0,284.0,285.0,200.0
4498,14439,457.0,856.0,537.0,565.0,656.0,422.0
4499,14441,375.0,391.0,509.0,406.0,391.0,362.0
4500,14443,380.0,670.0,333.0,65.0,36.0,30.0
4501,14445,516.0,301.0,604.0,571.0,538.0,549.0
4502,14451,405.0,405.0,470.0,424.0,358.0,156.0
4503,14452,223.0,240.0,592.0,582.0,450.0,429.0
4504,14453,773.0,892.0,909.0,758.0,926.0,1025.0
4505,14455,164.0,348.0,398.0,200.0,263.0,241.0
4506,14462,379.0,386.0,467.0,372.0,357.0,391.0
4507,14465,36.0,86.0,57.0,25.0,33.0,33.0
4508,14468,415.0,586.0,527.0,447.0,534.0,472.0
4509,14470,2.0,67.0,172.0,318.0,267.0,186.0
4510,14474,607.0,692.0,642.0,509.0,499.0,543.0
4511,14476,417.0,575.0,603.0,453.0,502.0,593.0
4512,14477,212.0,424.0,424.0,212.0,212.0,424.0
4513,14489,224.0,308.0,390.0,358.0,183.0,349.0
4514,14490,883.0,997.0,967.0,999.0,1071.0,1059.0
4515,14494,1157.0,1164.0,1263.0,1291.0,1172.0,1092.0
4516,14497,154.0,154.0,308.0,154.0,241.0,189.0
4517,14499,357.0,237.0,443.0,442.0,496.0,490.0
4518,14501,554.0,316.0,606.0,580.0,290.0,580.0
4519,14502,873.0,877.0,827.0,867.0,962.0,888.0
4520,14505,155.0,164.0,211.0,183.0,186.0,186.0
4521,14508,137.0,154.0,149.0,127.0,260.0,253.0
4522,14511,723.0,754.0,724.0,745.0,776.0,702.0
4523,14512,547.0,885.0,387.0,283.0,634.0,637.0
4525,14515,14.0,13.0,16.0,29.0,36.0,35.0
4526,14524,21.0,16.0,22.0,39.0,7.0,7.0
4527,14527,20.0,40.0,22.0,22.0,22.0,22.0
4528,14529,260.0,78.0,159.0,96.0,182.0,174.0
4529,14530,188.0,300.0,239.0,329.0,379.0,345.0
4530,14534,546.0,651.0,642.0,569.0,640.0,570.0
4531,14537,465.0,510.0,277.0,493.0,262.0,524.0
4532,14539,691.0,764.0,702.0,624.0,626.0,592.0
4533,14541,1262.0,1478.0,894.0,1557.0,1249.0,1250.0
4534,14542,1104.0,610.0,1192.0,582.0,558.0,1143.0
4535,14543,668.0,778.0,803.0,761.0,714.0,617.0
4536,14548,245.0,550.0,203.0,535.0,849.0,436.0
4537,14552,240.0,303.0,299.0,197.0,193.0,396.0
4538,14553,511.0,589.0,590.0,537.0,492.0,401.0
4539,14555,282.0,421.0,570.0,318.0,648.0,291.0
4540,14558,1153.0,1184.0,1236.0,1263.0,1260.0,1185.0
4541,14561,270.0,270.0,270.0,270.0,265.0,200.0
4542,14563,454.0,514.0,421.0,639.0,468.0,464.0
4543,14565,1253.0,733.0,757.0,515.0,407.0,417.0
4545,14570,339.0,356.0,334.0,319.0,406.0,719.0
4546,14574,99.0,89.0,66.0,75.0,77.0,53.0
4548,14579,4.0,7.0,5.0,7.0,10.0,9.0
4549,14586,1618.0,965.0,1060.0,850.0,1690.0,778.0
4550,14587,527.0,556.0,808.0,1070.0,658.0,625.0
4551,14594,36.0,75.0,73.0,55.0,37.0,32.0
4552,14596,779.0,795.0,769.0,794.0,682.0,548.0
4553,14597,449.0,231.0,495.0,499.0,424.0,398.0
4554,14603,82.0,38.0,47.0,78.0,90.0,57.0
4555,14605,372.0,883.0,991.0,1000.0,474.0,468.0
4556,14608,614.0,734.0,468.0,328.0,310.0,273.0
4557,14612,398.0,546.0,494.0,345.0,412.0,417.0
4558,14613,172.0,290.0,126.0,114.0,112.0,119.0
4559,14615,277.0,282.0,365.0,255.0,300.0,262.0
4560,14618,1393.0,754.0,739.0,1531.0,1625.0,1465.0
4561,14620,1649.0,1585.0,1801.0,1608.0,1905.0,2105.0
4562,14626,535.0,522.0,495.0,480.0,474.0,463.0
4563,14627,367.0,433.0,286.0,522.0,452.0,478.0
4564,14629,1167.0,614.0,492.0,61.0,85.0,655.0
4565,14630,520.0,385.0,692.0,286.0,293.0,293.0
4566,14634,452.0,605.0,504.0,314.0,393.0,350.0
4567,14636,427.0,441.0,201.0,398.0,415.0,453.0
4568,14637,691.0,747.0,1016.0,938.0,268.0,866.0
4569,14641,3.0,26.0,26.0,26.0,26.0,26.0
4570,14642,569.0,555.0,285.0,277.0,324.0,334.0
4571,14645,864.0,882.0,832.0,745.0,667.0,702.0
4572,14652,222.0,301.0,242.0,179.0,232.0,300.0
4573,14655,716.0,442.0,792.0,792.0,852.0,793.0
4574,14658,872.0,1688.0,1212.0,659.0,1490.0,915.0
4575,14661,495.0,1035.0,1060.0,900.0,755.0,746.0
4576,14663,768.0,882.0,846.0,753.0,762.0,771.0
4577,14668,452.0,918.0,565.0,406.0,366.0,344.0
4578,14674,541.0,567.0,906.0,1039.0,969.0,990.0
4579,14676,1350.0,383.0,1291.0,313.0,795.0,557.0
4580,14677,772.0,1000.0,1181.0,714.0,642.0,693.0
4581,14679,284.0,321.0,349.0,319.0,158.0,303.0
4582,14680,441.0,230.0,230.0,230.0,460.0,460.0
4583,14684,150.0,297.0,23.0,170.0,156.0,156.0
4584,14687,333.0,448.0,480.0,437.0,424.0,406.0
4585,14689,235.0,90.0,291.0,401.0,378.0,298.0
4586,14690,649.0,662.0,689.0,685.0,627.0,589.0
4587,14696,590.0,372.0,314.0,350.0,336.0,360.0
4588,14699,748.0,1591.0,1504.0,1437.0,1571.0,1584.0
4589,14700,147.0,134.0,195.0,152.0,135.0,136.0
4590,14704,73.0,126.0,100.0,98.0,116.0,47.0
4593,14710,373.0,275.0,270.0,246.0,233.0,245.0
4594,14716,22.0,13.0,50.0,37.0,84.0,48.0
4595,14719,354.0,344.0,319.0,357.0,207.0,548.0
4596,14722,126.0,252.0,252.0,126.0,252.0,252.0
4597,14725,188.0,188.0,376.0,376.0,373.0,188.0
4598,14731,333.0,407.0,217.0,291.0,233.0,308.0
4599,14732,537.0,713.0,674.0,460.0,536.0,467.0
4600,14733,164.0,186.0,202.0,168.0,253.0,185.0
4601,14738,218.0,273.0,295.0,225.0,233.0,232.0
4602,14740,231.0,255.0,201.0,69.0,69.0,127.0
4603,14744,327.0,933.0,830.0,198.0,221.0,232.0
4604,14747,96.0,91.0,83.0,74.0,165.0,154.0
4605,14749,2.0,2.0,2.0,2.0,4.0,4.0
4606,14754,151.0,56.0,177.0,190.0,166.0,209.0
4607,14764,2.0,2.0,2.0,4.0,2.0,12.0
4608,14766,319.0,235.0,202.0,452.0,305.0,540.0
4609,14767,270.0,250.0,118.0,9.0,11.0,30.0
4610,14771,363.0,333.0,688.0,705.0,700.0,700.0
4611,14772,577.0,516.0,516.0,516.0,516.0,516.0
4612,14775,526.0,584.0,602.0,660.0,700.0,770.0
4615,14782,381.0,322.0,682.0,221.0,462.0,462.0
4616,14783,261.0,275.0,280.0,133.0,257.0,141.0
4617,14785,276.0,314.0,380.0,362.0,296.0,288.0
4618,14791,670.0,748.0,810.0,708.0,633.0,680.0
4619,14793,238.0,287.0,259.0,270.0,510.0,470.0
4620,14795,440.0,568.0,519.0,461.0,410.0,410.0
4621,14798,258.0,582.0,704.0,748.0,704.0,708.0
4622,14802,460.0,466.0,478.0,448.0,467.0,448.0
4623,14803,175.0,179.0,183.0,183.0,173.0,151.0
4624,14808,1709.0,1427.0,1478.0,2882.0,1868.0,1452.0
4625,14815,107.0,131.0,106.0,78.0,88.0,73.0
4626,14818,42.0,127.0,229.0,276.0,293.0,192.0
4627,14824,28.0,27.0,110.0,22.0,38.0,38.0
4628,14827,189.0,213.0,412.0,346.0,330.0,178.0
4629,14829,627.0,686.0,746.0,671.0,612.0,246.0
4630,14830,786.0,589.0,759.0,472.0,244.0,308.0
4631,14836,301.0,400.0,430.0,380.0,395.0,399.0
4632,14839,275.0,363.0,1015.0,557.0,283.0,280.0
4633,14842,157.0,209.0,219.0,147.0,180.0,196.0
4634,14843,553.0,581.0,601.0,604.0,587.0,564.0
4635,14848,22.0,2.0,3.0,5.0,7.0,6.0
4636,14851,33.0,35.0,33.0,29.0,29.0,33.0
4637,14853,1496.0,1333.0,1201.0,978.0,919.0,1007.0
4638,14855,399.0,448.0,488.0,413.0,398.0,420.0
4639,14858,188.0,277.0,297.0,218.0,324.0,268.0
4640,14861,524.0,521.0,712.0,884.0,768.0,725.0
4641,14862,298.0,271.0,281.0,309.0,323.0,309.0
4642,14863,861.0,878.0,866.0,818.0,855.0,922.0
4643,14865,125.0,149.0,159.0,841.0,146.0,255.0
4644,14870,575.0,371.0,668.0,563.0,564.0,614.0
4645,14876,399.0,548.0,592.0,463.0,440.0,467.0
4646,14877,507.0,480.0,487.0,453.0,449.0,489.0
4649,14884,299.0,295.0,290.0,289.0,290.0,267.0
4650,14886,362.0,400.0,379.0,369.0,194.0,393.0
4651,14887,248.0,354.0,430.0,296.0,326.0,290.0
4652,14894,239.0,244.0,238.0,250.0,256.0,249.0
4653,14896,142.0,138.0,143.0,148.0,143.0,138.0
4654,14897,19.0,14.0,19.0,34.0,28.0,14.0
4655,14899,403.0,913.0,489.0,344.0,403.0,338.0
4656,14900,710.0,699.0,890.0,878.0,799.0,839.0
4657,14906,512.0,593.0,622.0,583.0,584.0,277.0
4659,14909,452.0,500.0,510.0,151.0,170.0,200.0
4660,14910,299.0,183.0,142.0,144.0,162.0,140.0
4661,14914,365.0,453.0,466.0,238.0,465.0,443.0
4662,14916,713.0,532.0,496.0,455.0,903.0,1024.0
4663,14917,188.0,179.0,188.0,206.0,211.0,200.0
4664,14921,406.0,270.0,509.0,223.0,463.0,483.0
4665,14923,231.0,335.0,299.0,267.0,570.0,234.0
4666,14925,455.0,718.0,1181.0,349.0,920.0,408.0
4667,14928,587.0,627.0,634.0,286.0,586.0,572.0
4668,14932,231.0,315.0,456.0,339.0,270.0,573.0
4669,14933,379.0,501.0,559.0,496.0,471.0,439.0
4670,14935,640.0,783.0,799.0,720.0,720.0,360.0
4671,14938,542.0,523.0,608.0,597.0,530.0,541.0
4672,14944,2701.0,2162.0,2135.0,1889.0,2219.0,2378.0
4673,14946,689.0,694.0,1487.0,745.0,865.0,831.0
4674,14949,300.0,271.0,268.0,233.0,262.0,270.0
4675,14950,142.0,313.0,145.0,144.0,173.0,364.0
4676,14954,134.0,164.0,189.0,123.0,169.0,145.0
4677,14957,394.0,459.0,222.0,212.0,422.0,412.0
4678,14959,545.0,1010.0,800.0,1483.0,476.0,1042.0
4679,14964,324.0,373.0,124.0,267.0,127.0,3.0
4680,14966,109.0,1042.0,394.0,416.0,18.0,10.0
4681,14967,512.0,368.0,523.0,449.0,386.0,386.0
4682,14969,1292.0,1435.0,1626.0,1224.0,1194.0,1295.0
4683,14971,200.0,120.0,88.0,89.0,96.0,181.0
4684,14978,141.0,150.0,142.0,136.0,109.0,140.0
4686,14985,840.0,758.0,528.0,652.0,670.0,633.0
4687,14988,215.0,469.0,302.0,485.0,185.0,212.0
4688,14991,121.0,144.0,148.0,144.0,139.0,149.0
4689,14992,916.0,898.0,500.0,920.0,400.0,799.0
4690,14993,185.0,210.0,215.0,174.0,171.0,341.0
4691,15000,161.0,326.0,248.0,151.0,170.0,151.0
4692,15006,562.0,656.0,696.0,540.0,645.0,526.0
4693,15007,341.0,403.0,477.0,458.0,397.0,417.0
4694,15009,436.0,492.0,538.0,265.0,550.0,534.0
4695,15014,195.0,292.0,234.0,98.0,94.0,106.0
4696,15016,307.0,194.0,219.0,234.0,476.0,219.0
4697,15017,344.0,679.0,388.0,334.0,283.0,334.0
4698,15021,477.0,530.0,457.0,399.0,487.0,475.0
4699,15023,1032.0,1059.0,1159.0,1092.0,988.0,958.0
4700,15032,15.0,15.0,15.0,15.0,17.0,18.0
4701,15033,358.0,185.0,373.0,353.0,147.0,275.0
4702,15035,256.0,350.0,343.0,348.0,308.0,217.0
4704,15044,152.0,332.0,152.0,226.0,120.0,114.0
4705,15046,296.0,289.0,303.0,302.0,289.0,286.0
4707,15050,689.0,712.0,381.0,344.0,723.0,346.0
4708,15054,213.0,180.0,195.0,395.0,378.0,148.0
4709,15057,58.0,72.0,132.0,108.0,48.0,80.0
4710,15064,844.0,959.0,1048.0,1056.0,946.0,819.0
4711,15066,1151.0,1207.0,1260.0,1242.0,1108.0,971.0
4712,15067,282.0,111.0,453.0,521.0,85.0,195.0
4713,15069,359.0,657.0,1155.0,667.0,269.0,444.0
4714,15071,460.0,426.0,502.0,383.0,388.0,458.0
4715,15072,130.0,130.0,130.0,130.0,130.0,130.0
4716,15073,428.0,427.0,386.0,289.0,226.0,199.0
4717,15078,283.0,280.0,350.0,178.0,178.0,178.0
4718,15081,233.0,483.0,537.0,529.0,463.0,204.0
4719,15082,208.0,271.0,314.0,269.0,243.0,261.0
4720,15085,740.0,786.0,747.0,772.0,860.0,848.0
4721,15088,182.0,183.0,192.0,186.0,212.0,183.0
4722,15091,957.0,1095.0,827.0,1347.0,1115.0,751.0
4723,15092,7.0,408.0,400.0,320.0,160.0,3.0
4724,15093,183.0,166.0,196.0,182.0,181.0,157.0
4725,15095,187.0,425.0,435.0,383.0,401.0,374.0
4726,15100,223.0,148.0,219.0,212.0,149.0,158.0
4727,15104,369.0,772.0,789.0,708.0,644.0,306.0
4728,15107,40.0,57.0,94.0,127.0,103.0,114.0
4729,15109,740.0,829.0,902.0,784.0,843.0,1021.0
4730,15110,356.0,377.0,746.0,315.0,367.0,357.0
4731,15114,214.0,217.0,233.0,222.0,96.0,206.0
4733,15121,104.0,97.0,93.0,106.0,110.0,103.0
4736,15128,307.0,344.0,344.0,344.0,344.0,344.0
4737,15131,463.0,453.0,571.0,326.0,429.0,404.0
4738,15132,605.0,608.0,632.0,664.0,656.0,618.0
4739,15135,399.0,405.0,407.0,420.0,456.0,529.0
4740,15138,636.0,540.0,382.0,287.0,259.0,271.0
4742,15146,600.0,604.0,621.0,583.0,577.0,565.0
4743,15147,692.0,741.0,708.0,681.0,728.0,720.0
4744,15149,326.0,264.0,292.0,251.0,273.0,217.0
4745,15150,933.0,1521.0,1963.0,1439.0,1075.0,965.0
4746,15156,469.0,243.0,510.0,497.0,447.0,415.0
4747,15157,582.0,1112.0,513.0,367.0,794.0,790.0
4748,15160,709.0,356.0,669.0,264.0,581.0,629.0
4749,15167,149.0,178.0,193.0,213.0,152.0,108.0
4750,15169,313.0,336.0,385.0,684.0,669.0,604.0
4751,15171,536.0,592.0,667.0,685.0,700.0,676.0
4752,15172,388.0,430.0,486.0,386.0,380.0,472.0
4753,15181,828.0,783.0,723.0,673.0,659.0,607.0
4754,15183,153.0,236.0,257.0,181.0,205.0,395.0
4755,15185,241.0,217.0,445.0,250.0,123.0,138.0
4756,15188,227.0,538.0,651.0,275.0,519.0,259.0
4758,15193,157.0,147.0,182.0,161.0,363.0,390.0
4759,15195,302.0,604.0,604.0,604.0,604.0,604.0
4760,15198,29.0,35.0,47.0,29.0,33.0,31.0
4762,15202,258.0,472.0,576.0,425.0,25.0,142.0
4763,15203,418.0,448.0,550.0,344.0,404.0,330.0
4764,15208,537.0,554.0,654.0,646.0,562.0,594.0
4765,15211,175.0,20.0,160.0,201.0,228.0,194.0
4766,15212,49.0,99.0,88.0,74.0,81.0,73.0
4767,15215,347.0,401.0,872.0,362.0,428.0,301.0
4768,15220,504.0,564.0,559.0,606.0,621.0,249.0
4769,15234,951.0,1347.0,1091.0,898.0,1346.0,833.0
4770,15236,38.0,39.0,39.0,39.0,20.0,49.0
4771,15239,144.0,280.0,285.0,247.0,159.0,137.0
4772,15242,753.0,614.0,605.0,608.0,631.0,1290.0
4773,15243,504.0,524.0,517.0,497.0,509.0,541.0
4774,15245,377.0,478.0,560.0,527.0,442.0,386.0
4775,15248,231.0,100.0,34.0,29.0,49.0,11.0
4776,15251,292.0,341.0,404.0,369.0,308.0,310.0
4777,15253,101.0,71.0,154.0,141.0,116.0,63.0
4778,15258,2.0,355.0,550.0,549.0,495.0,479.0
4779,15261,323.0,336.0,336.0,336.0,384.0,387.0
4780,15263,368.0,335.0,282.0,796.0,282.0,282.0
4781,15265,62.0,42.0,81.0,2.0,228.0,494.0
4782,15270,70.0,224.0,387.0,628.0,489.0,506.0
4783,15276,2007.0,2293.0,2317.0,1969.0,1631.0,1552.0
4785,15279,137.0,116.0,123.0,137.0,138.0,159.0
4786,15280,179.0,92.0,112.0,79.0,96.0,75.0
4787,15286,184.0,194.0,194.0,194.0,194.0,194.0
4788,15287,544.0,574.0,537.0,469.0,473.0,490.0
4789,15294,15.0,22.0,16.0,13.0,9.0,12.0
4790,15296,441.0,254.0,462.0,172.0,172.0,215.0
4791,15299,343.0,398.0,339.0,277.0,296.0,317.0
4792,15300,285.0,590.0,567.0,499.0,566.0,253.0
4793,15304,394.0,420.0,445.0,392.0,340.0,365.0
4794,15306,145.0,157.0,190.0,357.0,99.0,112.0
4795,15309,55.0,79.0,46.0,65.0,59.0,50.0
4796,15310,228.0,302.0,616.0,399.0,967.0,752.0
4798,15317,196.0,199.0,221.0,233.0,228.0,233.0
4799,15319,199.0,177.0,119.0,193.0,460.0,553.0
4800,15322,794.0,734.0,633.0,641.0,686.0,722.0
4802,15325,390.0,395.0,400.0,400.0,400.0,400.0
4803,15328,809.0,739.0,669.0,313.0,356.0,350.0
4804,15331,1110.0,1216.0,977.0,785.0,1010.0,1059.0
4805,15332,644.0,644.0,233.0,558.0,608.0,460.0
4807,15338,383.0,194.0,188.0,103.0,134.0,95.0
4808,15344,306.0,321.0,367.0,378.0,396.0,395.0
4809,15347,424.0,506.0,253.0,162.0,232.0,197.0
4810,15349,183.0,93.0,112.0,74.0,61.0,216.0
4811,15354,297.0,357.0,472.0,462.0,285.0,249.0
4812,15356,4.0,4.0,16.0,38.0,18.0,14.0
4813,15357,701.0,975.0,760.0,713.0,706.0,778.0
4814,15359,115.0,142.0,145.0,112.0,123.0,120.0
4815,15360,197.0,218.0,286.0,192.0,217.0,195.0
4816,15364,260.0,130.0,130.0,260.0,130.0,130.0
4817,15366,200.0,200.0,200.0,200.0,200.0,200.0
4818,15367,179.0,173.0,205.0,178.0,129.0,121.0
4819,15371,799.0,1148.0,432.0,768.0,812.0,896.0
4820,15372,355.0,800.0,766.0,615.0,625.0,706.0
4821,15375,651.0,616.0,365.0,805.0,823.0,817.0
4822,15378,567.0,665.0,938.0,640.0,602.0,530.0
4823,15381,300.0,393.0,163.0,350.0,506.0,505.0
4824,15382,393.0,374.0,411.0,417.0,176.0,366.0
4825,15385,232.0,249.0,297.0,510.0,243.0,514.0
4826,15391,386.0,261.0,218.0,340.0,237.0,121.0
4827,15393,188.0,240.0,243.0,166.0,198.0,180.0
4829,15398,322.0,282.0,103.0,98.0,110.0,103.0
4830,15401,456.0,538.0,529.0,493.0,546.0,551.0
4831,15402,291.0,310.0,126.0,114.0,125.0,130.0
4832,15405,661.0,704.0,398.0,696.0,620.0,644.0
4833,15411,629.0,879.0,473.0,472.0,419.0,293.0
4834,15413,1249.0,1267.0,1384.0,1413.0,1221.0,1125.0
4835,15415,215.0,267.0,269.0,232.0,229.0,245.0
4836,15418,373.0,386.0,380.0,339.0,327.0,351.0
4837,15420,342.0,438.0,556.0,526.0,399.0,431.0
4838,15424,333.0,179.0,465.0,117.0,139.0,375.0
4839,15426,374.0,380.0,387.0,341.0,336.0,366.0
4840,15427,620.0,709.0,741.0,748.0,779.0,710.0
4842,15437,242.0,192.0,161.0,147.0,230.0,309.0
4843,15439,472.0,531.0,511.0,422.0,418.0,429.0
4844,15441,423.0,524.0,535.0,694.0,283.0,296.0
4845,15442,784.0,841.0,974.0,824.0,791.0,840.0
4846,15445,698.0,612.0,294.0,621.0,634.0,456.0
4847,15448,335.0,402.0,424.0,389.0,365.0,360.0
4848,15451,19.0,9.0,15.0,9.0,6.0,12.0
4849,15452,414.0,472.0,562.0,506.0,440.0,441.0
4850,15453,367.0,216.0,460.0,460.0,473.0,496.0
4851,15458,314.0,345.0,686.0,604.0,568.0,588.0
4852,15462,156.0,144.0,209.0,157.0,155.0,163.0
4853,15463,185.0,215.0,408.0,210.0,203.0,181.0
4854,15465,432.0,529.0,502.0,446.0,298.0,259.0
4855,15468,243.0,236.0,256.0,486.0,257.0,210.0
4856,15470,589.0,303.0,678.0,652.0,592.0,429.0
4857,15474,521.0,549.0,544.0,474.0,435.0,465.0
4858,15477,89.0,16.0,50.0,11.0,17.0,63.0
4859,15479,667.0,762.0,434.0,868.0,1080.0,1040.0
4860,15480,524.0,380.0,408.0,741.0,697.0,687.0
4861,15484,582.0,595.0,320.0,228.0,426.0,411.0
4862,15486,608.0,652.0,606.0,477.0,507.0,553.0
4863,15489,308.0,337.0,321.0,305.0,323.0,329.0
4864,15490,185.0,245.0,240.0,163.0,172.0,134.0
